pdf,mm_yyyy,company,amount,currency,adjudicadora,tipo,tramitacion,procedimiento,model,time
BOE-B-2017-43105.pdf,07-2017,Novartis Farmacéutica S.A.,235963.63,euros,SEs Gerencia de Área de Salud de Badajoz,Contrato de suministro,None,None,llama3,323.14
BOE-B-2017-41644.pdf,07-2017,None,2484411.93,euros,Departamento de Justicia de la Generalidad de Cataluña,Contrato de Servicios,Ordinaria,Abierto,llama3,343.49
BOE-B-2017-41352.pdf,07-2017,Ediagnostic Clínica Virtual de Especialidades Médicas S.L.,None,None,Mutua Universal Mugenat Mutua Colaboradora con la Seguridad Social n.º 10,Suministro,Ordinaria,Abierto,llama3,464.36
BOE-B-2017-45962.pdf,07-2017,Unión temporal de empresas Ilunion Limpieza y Medioambiente-Ilunion Limpieza y Ambiente,3942579.3,Euros,Ente Público Hospital Universitario de Fuenlabrada,Servicios,None,None,llama3,341.75
BOE-B-2017-44452.pdf,07-2017,Fomento de Construcciones y Contratas S.A.,3300000.0,€,Agencia Balear del Agua y de la Calidad Ambiental,Contrato de Servicios,Ordinaria,Abierto,llama3,366.42
BOE-B-2017-45202.pdf,07-2017,UTE Servicios Energéticos Etxebarri,4050000.0,euros,Ayuntamiento de Etxebarri,Contrato mixto,Ordinaria,Abierto,llama3,341.18
BOE-B-2017-43136.pdf,07-2017,None,497956.38,euros,Instituto Municipal de Informática de Barcelona,Servicios,Ordinaria,Abierto,llama3,397.26
BOE-B-2017-42826.pdf,07-2017,Capgemini España S.L.,514908.24,€,Centre de Telecomunicacions i Tecnologies de la Informació,Servicios,Urgente,Derivado de acuerdo marco,llama3,323.79
BOE-B-2017-45228.pdf,07-2017,Teknoservice S.L.,499999.99,euros,Entidad Pública Empresarial Red.es,Suministro,Ordinaria,Abierto,llama3,302.02
BOE-B-2017-45678.pdf,07-2017,None,532532.34,euros,Consejería de Presidencia Justicia e Igualdad,Contrato de Servicios,Ordinaria,Abierto,llama3,342.79
BOE-B-2017-44572.pdf,07-2017,Fresenius Kabi España,457564.28,euros,Organismo: Ente Público Hospital Universitario de Fuenlabrada,Suministros,None,None,llama3,283.65
BOE-B-2017-42026.pdf,07-2017,Tasibérica S.A.,2057000.0,euros,Tesorería General de la Seguridad Social,Contrato de Servicios,Ordinaria,Abierto,llama3,302.48
BOE-B-2017-41649.pdf,07-2017,None,2332512.0,euros,Servicio Andaluz de Salud. Complejo Hospitalario Torrecárdenas.,Suministros,Ordinaria,Negociado sin publicidad sujeto a regulación armonizada,llama3,361.78
BOE-B-2017-42898.pdf,07-2017,Flores VallesS.A.,None,None,Universidad Rey Juan Carlos,Suministro,Ordinaria,Abierto,llama3,360.39
BOE-B-2017-41288.pdf,07-2017,Gilead Sciences S.L.,787730.8,euros,Servicio Canario de la Salud,Suministros,Ordinaria,Negociado,llama3,325.40
BOE-B-2017-45745.pdf,07-2017,Crezca Catalunya Servicios Auxiliares S.L.,74000000.0,€,Selectives Metropolitanes S.A. (SEMESA),Servicios,Ordinaria,Abierto,llama3,377.91
BOE-B-2017-43704.pdf,07-2017,Sociedad Estatal de Correos y Telégrafos S.A.,699788.78,euros,Diputación de Almería,Contrato de Servicios,None,None,llama3,287.59
BOE-B-2017-44230.pdf,07-2017,Valoriza Servicios Medioambientales S.A.,2593490.64,euros,None,Servicios,Ordinaria,Abierto,llama3,314.96
BOE-B-2017-45439.pdf,07-2017,Becton Dickinson Sociedad Anónima,567542.7,euros,Servicio Madrileño de Salud,Contrato de suministro,Ordinaria,Abierto,llama3,327.26
BOE-B-2017-43714.pdf,07-2017,None,174240.0,euros,Entidad Pública Empresarial Red.es,Servicio,Ordinaria,No sujeto a regulación armonizada,llama3,365.76
BOE-B-2017-45496.pdf,07-2017,Nest Hostels Andalucia S.L.,545937.44,euros,Sociedad Fomento de San Sebastian S.A.,Contrato de Servicios,None,None,llama3,267.40
BOE-B-2017-43992.pdf,07-2017,None,5900442.26,euros,Agencia Madrileña de Atención Social,Servicios,None,None,llama3,286.53
BOE-B-2017-44440.pdf,07-2017,Generali España S.A. de Seguros y Reaseguros.,41250000.0,euros,Consejería de Hacienda y Administración Pública,Servicios,Ordinaria,Abierto,llama3,367.55
BOE-B-2017-45940.pdf,07-2017,Elsevier b.v,881379.73,euros,Generalitat Valenciana-Conselleria de Sanidad Universal y Salud Pública,Servicio,None,None,llama3,253.76
BOE-B-2017-43127.pdf,07-2017,Macrosad SCA,11116346.83,euros,Ayuntamiento de Úbeda,Gestión de Servicio Público,Ordinaria,Abierto,llama3,338.98
BOE-B-2017-43105.pdf,07-2017,Novartis Farmacéutica S.A.,235963.63,euros,SES Gerencia de Área de Salud de Badajoz,Suministro,None,None,phi3,188.40
BOE-B-2017-41644.pdf,07-2017,Institut de Treball Social i Serveis Socials (INTRESS),2484411.93,euros,Departamento de Justicia de la Generalidad de Cataluña,Servicios,Ordinaria,Abierto,phi3,257.54
BOE-B-2017-41352.pdf,07-2017,Ediagnostic Clínica Virtual de Especialidades Médicas S.L.,297351.45,euros,Mutua Universal Mugenat Mutua Colaboradora con la Seguridad Social,Suministro,Ordinaria,Abierto,phi3,234.76
BOE-B-2017-45962.pdf,07-2017,Unión temporal de empresas Ilunion Limpieza y Medioambiente-Ilunion Limpieza y Ambiente,3942579.3,euros,Ente Público Hospital Universitario de Fuenlabrada,Servicios,None,None,phi3,202.30
BOE-B-2017-44452.pdf,07-2017,Fomento de Construcciones y Contratas S.A.,3300000.0,EUR,Agencia Balear del Agua y de la Calidad Ambiental,Servicios,Ordinaria,Abierto,phi3,227.13
BOE-B-2017-45202.pdf,07-2017,UTE Servicios Energéticos Etxebarri,4050000.0,euros,Ayuntamiento de Etxebarri,Contrato Mixto,Ordinaria,Abierto con varios criterios de adjudicación,phi3,211.04
BOE-B-2017-43136.pdf,07-2017,Everis Spain S.L.U,497956.38,euros,Instituto Municipal de Informática de Barcelona,Servicios,Ordinaria,Abierto,phi3,201.37
BOE-B-2017-42826.pdf,07-2017,Capgemini España S.L.,514908.24,euros,Centre de Telecomunicacions i Tecnologies de la Informació,Servicios,Urgente,Basado en un Acuerdo Marco,phi3,246.86
BOE-B-2017-45228.pdf,07-2017,Teknoservice S.L.,499999.99,euros,Entidad Pública Empresarial Red.es,Suministro,Ordinaria,Abierto,phi3,205.18
BOE-B-2017-45678.pdf,07-2017,Imprenta Bonnet S.L.,532532.34,euros,Consejería de Presidencia Justicia e Igualdad,Servicios,Ordinaria,Abierto,phi3,240.88
BOE-B-2017-44572.pdf,07-2017,Fresenius Kabi España,457564.28,euros,Ente Público Hospital Universitario de Fuenlabrada,Suministro,None,None,phi3,149.60
BOE-B-2017-42026.pdf,07-2017,Tasibérica S.A.,2057000.0,euros,Tesorería General de la Seguridad Social,Servicios,Ordinaria,Abierto,phi3,212.26
BOE-B-2017-41649.pdf,07-2017,Alexion Pharma Spain S.L.,2332512.0,euros,Servicio Andaluz de Salud,Suministro,Ordinaria,Negociado sin publicidad sujeto a regulación armonizada,phi3,241.40
BOE-B-2017-42898.pdf,07-2017,Flores VallesS.A.,248050.0,euros,Universidad Rey Juan Carlos,Suministro,Ordinaria,Abierto,phi3,206.87
BOE-B-2017-41288.pdf,07-2017,Gilead Sciences S.L.,787730.8,Bs,Servicio Canario de la Salud,Suministro,Ordinaria,Negociado,phi3,266.62
BOE-B-2017-45745.pdf,07-2017,Crezca Catalunya Servicios Auxiliares S.L.,74000.0,EUR,Selectives Metropolitanes S.A. (SEMESA),Servicios,Ordinaria,Abierto,phi3,230.89
BOE-B-2017-43704.pdf,07-2017,Sociedad Estatal de Correos y Telégrafos S.A.,699788.78,euros,Diputación de Almería,Servicio,None,None,phi3,192.59
BOE-B-2017-44230.pdf,07-2017,Valoriza Servicios Medioambientales S.A,2593490.64,euros,Ayuntamiento de Las Rozas de Madrid,Servicios,Ordinaria,Abierto,phi3,214.73
BOE-B-2017-45439.pdf,07-2017,Becton Dickinson Sociedad Anónima,567542.7,euros,Servicio Madrileño de Salud,Suministro,Ordinaria,Abierto - Pluralidad de criterios,phi3,247.45
BOE-B-2017-43714.pdf,07-2017,Servicios y Productos Informáticos S.A.,174240.0,euros,Entidad Pública Empresarial Red.es,Servicio,Ordinaria,No sujeto a regulación armonizada,phi3,236.85
BOE-B-2017-45496.pdf,07-2017,Nest Hostels Andalucia S.L.,545937.44,euros,Sociedad Fomento de San Sebastian S.A.,Servicios de albergues juveniles,None,None,phi3,175.25
BOE-B-2017-43992.pdf,07-2017,Ilunion Lavanderías S.A.U.,5900442.26,euros,Agencia Madrileña de Atención Social,Servicios,None,None,phi3,191.12
BOE-B-2017-44440.pdf,07-2017,Generali España S.A. de Seguros y Reaseguros,4125000.0,euros,Consejería de Hacienda y Administración Pública,Servicios,Ordinaria,Abierto,phi3,261.23
BOE-B-2017-45940.pdf,07-2017,Elsevier b.v,881379.73,euros,Generalitat Valenciana-Conselleria de Sanidad Universal y Salud Pública,Servicio,None,None,phi3,205.15
BOE-B-2017-43127.pdf,07-2017,Macrosad SCA,806390.0,euros,Ayuntamiento de Úbeda,Gestión de Servicio Público,Ordinaria,Abierto sujeto a regulación armonizada,phi3,223.28
BOE-B-2017-48349.pdf,08-2017,Laboratorios Rubio S.A.; Opko Health Spain S.L.U.; Tedec Meiji Farma S.A.,440897.16,euros,Servicio Aragonés de Salud,Suministros,Ordinaria,Abierto,llama3,403.38
BOE-B-2017-48703.pdf,08-2017,Itma S.L.,692603.72,euros,Ayuntamiento de Corvera de Asturias,Servicios,Ordinaria,Abierto,llama3,364.12
BOE-B-2017-48221.pdf,08-2017,None,None,None,Mutua Universal Mugenat Mutua Colaboradora con la Seguridad Social n.º 10,Servicios,Ordinaria,Abierto,llama3,370.73
BOE-B-2017-48067.pdf,08-2017,Frutas Barreiro S.L.,211735.28,euros,Servizo Galego de Saúde. Xerencia de Xestión Integrada de Santiago de Compostela,Suministros,Ordinaria,Abierto,llama3,330.32
BOE-B-2017-49123.pdf,08-2017,None,398000.0,euros,Consorcio de Bomberos de la Provincia de Cádiz,Mixto (suministro y servicio),Ordinaria,Abierto,llama3,313.02
BOE-B-2017-48405.pdf,08-2017,Endesa Energía S.A.U.,3207884.77,euros,Mutua Universal Mugenat Mutua Colaboradora con la Seguridad Social,Suministro,Ordinaria,Abierto,llama3,320.82
BOE-B-2017-46843.pdf,08-2017,Las entidades relacionadas en la Resolución de Adjudicación de 23 de junio de 2017 publicada esa misma fecha en el Perfil de Contratante del Gobierno de Aragón.,6296657.02,euros,Instituto Aragonés de Servicios Sociales,Servicios,Ordinaria,Abierto,llama3,389.53
BOE-B-2017-48496.pdf,08-2017,Profeduca S.L.,2063898.0,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,llama3,361.00
BOE-B-2017-48109.pdf,08-2017,Monsa Urbanismo S.L.,422470.5,euros,Ayuntamiento de Cangas,Contrato de Servicios,Ordinaria,Abierto,llama3,338.29
BOE-B-2017-47094.pdf,08-2017,Labayru Fundazioa,302500.0,euros,Juntas Generales de Bizkaia,Servicios,Ordinaria,Abierto,llama3,333.49
BOE-B-2017-48698.pdf,08-2017,None,3630000.1,euros,Diputación de Barcelona/Subdirección de Logística,Contrato de Servicios,Ordinaria,Negociado sin publicidad por razones técnicas,llama3,353.72
BOE-B-2017-49005.pdf,08-2017,Ute Financial Codex S.L. Eurobits Technologies S.L. (NIF.U-87864468),749884.17,euros,Agencia Madrileña para la Tutela de Adultos,Servicios,Ordinaria,Abierto,llama3,373.12
BOE-B-2017-49148.pdf,08-2017,None,2454367.0,euros,FREMAP Mutua Colaboradora con la seguridad Social n.º 61,Servicios,Ordinaria,Negociado sin Publicidad,llama3,336.55
BOE-B-2017-48222.pdf,08-2017,Servicios Integrales de Sanidad S.L.,1920000.0,euros,Mutua Universal Mugenat Mutua Colaboradora con la Seguridad Social n.º 10,Servicios,Ordinaria,Abierto,llama3,346.92
BOE-B-2017-46849.pdf,08-2017,None,169605.6,euros,Servicio Canario de la Salud,Suministro,Ordinaria,Negociado sin publicidad,llama3,349.63
BOE-B-2017-48143.pdf,08-2017,Gureak Marketing S.L.,1464100.0,euros,Consorcio Autoridad Territorial del Transporte de Gipuzkoa,Servicios,Ordinaria,Abierto,llama3,310.88
BOE-B-2017-49101.pdf,08-2017,Elekta Medical S.A.,315599.22,euros,Servicio Andaluz de Salud. Área Hospitalaria Virgen del Rocío,Servicios,Ordinaria,Negociado sin publicidad,llama3,337.00
BOE-B-2017-47140.pdf,08-2017,Fundación Balia por la Infancia,264000.0,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,llama3,294.76
BOE-B-2017-48349.pdf,08-2017,Laboratorios Rubio S.A.; Opko Health Spain S.L.U.; Tedec Meiji S.A.,440897.16,euros,Servicio Aragonés de Salud,Suministro,Ordinaria,Abierto,phi3,218.29
BOE-B-2017-48703.pdf,08-2017,Itma S.L.,692603.72,euros,Ayuntamiento de Corvera de Asturias,Servicios,Ordinaria,Abierto SARA,phi3,210.66
BOE-B-2017-48221.pdf,08-2017,Deloitte Advisory S.L.,412610.0,euros,Mutua Universal Mugenat Mutua Colaboradora con la Seguridad Social n.º 10,Servicios,Ordinaria,Abierto,phi3,283.41
BOE-B-2017-48067.pdf,08-2017,Frutas Barreiro S.L.,211735.28,euros,Sevizo Galego de Saúde. Xerencia de Xestión Integrada de Santiago de Compostela,Suministro,Ordinaria,Abierto,phi3,233.77
BOE-B-2017-49123.pdf,08-2017,Iturri S.A.,398000.0,euros,Consorcio de Bomberos de la Provincia de Cádiz,Mixto (suministro y servicio),Ordinaria,Abierto,phi3,224.02
BOE-B-2017-48405.pdf,08-2017,Endesa Energía S.A.U,3207884.77,euros,Mutua Universal Mugenat Mutua Colaboradora con la Seguridad Social,Suministro,Ordinaria,Abierto,phi3,233.85
BOE-B-2017-46843.pdf,08-2017,Las entidades relacionadas en la Resolución de Adjudicación de 23 de junio de 2 cvnteador del Gobierno de Aragón,6296657.02,euros,Instituto Aragonés de Servicios Sociales,Servicios,Ordinaria,Abierto con varios criterios de adjudicación,phi3,262.41
BOE-B-2017-48496.pdf,08-2017,Profeduca S.L,2063898.0,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,phi3,227.64
BOE-B-2017-48109.pdf,08-2017,Monsa Urbanismo S.L,422471.5,euros,Ayuntamiento de Cangas,Servicio,Ordinaria,Abierto sujeto a regulación armonizada,phi3,200.28
BOE-B-2017-47094.pdf,08-2017,Labayru Fundazioa,302500.0,euros,Juntas Generales de Bizkaia,Servicios,Ordinaria,Abierto,phi3,246.68
BOE-B-2017-48698.pdf,08-2017,Sociedad Estatal de Correros y Telégrafos Sociedad Anónima,3630001.0,euros,None,Servicios,Ordinaria,Negociado sin publicidad,phi3,382.70
BOE-B-2017-49005.pdf,08-2017,Ute Financial Codex S.L. Eurobits Technologies S.L.,749884.17,euros,Agencia Madrileña para la Tutela de Adultos,Servicios,Ordinaria,Abierto,phi3,243.57
BOE-B-2017-49148.pdf,08-2017,Logalty Servicios de Tercero de Confianza S.L.,2454367.0,euros,FREMAP Mutua Colaboradora con la seguridad Social,Servicios,Ordinaria,Negociado sin Publicidad,phi3,263.32
BOE-B-2017-48222.pdf,08-2017,Servicios Integrales de Sanidad S.L.,1920000.0,euros,Mutua Universal Mugenat Mutua Colaboradora con la Seguridad Social,Servicios,Ordinaria,Abierto,phi3,240.37
BOE-B-2017-46849.pdf,08-2017,Boehringer Ingelheim España S.A.,169605.6,euros,Servicio Canario de la Salud,Suministro,Ordinaria,Negociado sin publicidad,phi3,229.19
BOE-B-2017-48143.pdf,08-2017,Gureak Marketing S.L.,1464100.0,euros,Consorcio Autoridad Territorial del Transporte de Gipuzkoa,Servicios,Ordinaria,Abierto,phi3,269.79
BOE-B-2017-49101.pdf,08-2017,Elekta Medical S.A.,315599.22,euros,Servicio Andaluz de Salud,Servicios,Ordinaria,Negociado sin publicidad,phi3,246.61
BOE-B-2017-47140.pdf,08-2017,Fundación Balia por la Infancia,264000.0,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,phi3,203.97
BOE-B-2017-50690.pdf,09-2017,Siete Estrellas Educación y Ocio S.L.,198198.0,euros,Ayuntamiento de Madrid. Distrito de Puente de Vallecas.,Servicios,Ordinaria,Abierto,llama3,390.16
BOE-B-2017-50112.pdf,09-2017,Bayer Hispania S.L. y Zambon S.A.U.,2647633.22,euros,Consejería de Sanidad Servicio Madrileño de Salud Hospital Universitario Puerta de Hierro de Majadahonda Madrid,Suministros,Ordinaria,Negociado sin publicidad artículo 170 d),llama3,448.14
BOE-B-2017-50090.pdf,09-2017,Varian Medical Systems Ibérica S.L.,2100000.0,€,None,Suministros,Ordinaria,Abierto,llama3,403.35
BOE-B-2017-50146.pdf,09-2017,Altia Consultores S.A.,446490.0,euros,Entidad Pública Empresarial Red.es,Servicio,Ordinaria,Abierto,llama3,297.48
BOE-B-2017-54004.pdf,09-2017,Gold Star Security S.L.,28314.0,euros,Agencia de Innovación y Desarrollo de Andalucía,Lote D: Servicios,Ordinaria,Abierto,llama3,373.02
BOE-B-2017-52192.pdf,09-2017,Global Factory S.L.,199200.0,euros,Osakidetza-Servicio Vasco de Salud,Servicios,Ordinario,Negociado sujeto a regulación armonizada,llama3,343.35
BOE-B-2017-53191.pdf,09-2017,Urbaser S.A.,92540.76,años,Comarca de la Comunidad de Calatayud,Servicios,Ordinaria,Abierto sujeto a regulación armonizada,llama3,365.73
BOE-B-2017-50502.pdf,09-2017,Liga Española de la Educación y la Cultura Popular,400000.0,euros,Ayuntamiento de Fuenlabrada,Gestión de servicio público,Ordinaria,Abierto,llama3,296.88
BOE-B-2017-51505.pdf,09-2017,Sanofi Aventis S.A.,387731.64,euros,Servicio Andaluz de Salud. Hospital Universitario Regional de Málaga,Contrato de suministro,Ordinaria,Negociado sin publicidad,llama3,346.29
BOE-B-2017-52236.pdf,09-2017,Fulton S.A.,618407.04,euros,Ayuntamiento de Madrid. Distrito de Puente de Vallecas.,Obras,Ordinaria,Abierto,llama3,387.78
BOE-B-2017-50503.pdf,09-2017,Clece S.A.,1356498.0,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,llama3,322.47
BOE-B-2017-55801.pdf,09-2017,Sociedad Estatal Correos y Telégrafos Sociedad Anónima,12710933.84,euros,Diputación de Barcelona/Subdirección de Logísitica,Servicios,Ordinaria,Abierto con pluralidad de criterios,llama3,340.11
BOE-B-2017-51913.pdf,09-2017,Zahir Infancia S.L.,7862880.12,euros,Ayuntamiento de Madrid. Distrito de Ciudad Lineal,Servicios,Urgente,Abierto,llama3,439.14
BOE-B-2017-55695.pdf,09-2017,None,668848.0,euros,Universidad Politécnica de Madrid. Rectorado,Suministro,Ordinaria,Abierto,llama3,447.49
BOE-B-2017-55416.pdf,09-2017,Lote 4: Proazimut S.L. Lote 5: Proazimut S.L.,655942.26,euros,Agencia de Servicios Sociales y Dependencia de Andalucía,Contrato de Servicios,Ordinaria,Sujeto a Regulación Armonizada,llama3,350.01
BOE-B-2017-53882.pdf,09-2017,Eulen Seguridad S.A.,140393.75,euros,None,Servicios,Ordinaria,Abierto,llama3,425.32
BOE-B-2017-51910.pdf,09-2017,None,706000.0,euros,Diputación de Huelva,Suministro,None,None,llama3,228.47
BOE-B-2017-51510.pdf,09-2017,Alcón Cusí S.A.,163775.04,euros,Servicio Andaluz de Salud. Hospital Universitario Reina Sofía,Suministros,Ordinaria,Negociado sin publicidad,llama3,333.75
BOE-B-2017-52355.pdf,09-2017,Jiménez y Carmona S.A.,550556.39,euros,Autoridad Portuaria de Huelva,Obras,Ordinaria,Abierto,llama3,379.88
BOE-B-2017-53836.pdf,09-2017,None,534706.26,euros,Universitat de València,Contrato de suministro,Ordinaria,Abierto,llama3,480.72
BOE-B-2017-54173.pdf,09-2017,Perkinelmer España S.L.,139148.79,euros,Rectorado de la Universidad de Cádiz,Suministros,Ordinaria,Abierto,llama3,330.31
BOE-B-2017-53160.pdf,09-2017,Medtronic Ibérica,669927.0,euros,Servicio Madrileño de Salud,Suministros,Ordinaria,Abierto,llama3,319.84
BOE-B-2017-55107.pdf,09-2017,Specialist Computer Centres S.L.,982500.0,euros,Gerencia de Informática de la Seguridad Social,Suministros,Ordinaria,Abierto,llama3,333.64
BOE-B-2017-55655.pdf,09-2017,Pfizer S.L.U.,None,None,Servicio Canario de la Salud,Suministros,None,None,llama3,303.44
BOE-B-2017-55125.pdf,09-2017,Reference Laboratory Sociedad anónima,1947598.87,euros,Servicio Canario de la Salud,Servicios,Ordinaria,Abierto,llama3,338.13
BOE-B-2017-50690.pdf,09-2017,Siete Estrellas Educación y Ocio S.L.,198198.0,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,phi3,228.66
BOE-B-2017-50112.pdf,09-2017,Bayer Hispania S.L. y Zambon S.A.U.,2647633.22,euros,Consejería de Sanidad Servicio Madrileño de Salud Hospital Universitario Puerta de Hierro de Majadahonda,Suministros,Ordinaria,Negociado sin publicidad,phi3,257.58
BOE-B-2017-50090.pdf,09-2017,Varian Medical Systems Ibérica S.L.,2100000.0,EUR,Instituto Catalán de Oncología,Suministro,Ordinaria,Abierto,phi3,235.10
BOE-B-2017-50146.pdf,09-2017,Altia Consultores S.A.,446490.0,euros,Entidad Pública Empresarial Red.es,Servicio,Ordinaria,Abierto,phi3,208.94
BOE-B-2017-54004.pdf,09-2017,Gold Star Security S.L.,28314.0,euros,Agencia de Innovación y Desarrollo de Andalucía,Servicios,Ordinaria,Abierto,phi3,260.19
BOE-B-2017-52192.pdf,09-2017,Global Factory S.L.,199200.0,euros,Osakidetza-Servicio Vasco de Salud,Servicios,Ordinaria,Negociado sujeto a regulación armonizada,phi3,234.03
BOE-B-2017-53191.pdf,09-2017,Urbaser S.A.,92540.76,euros,Comarca de la Comunidad de Calatayud,Servicios,Ordinaria,Abierto sujeto a regulación armonizada,phi3,239.80
BOE-B-2017-50502.pdf,09-2017,Liga Española de la Educación y la Cultura Popular,400000.0,euros,Ayuntamiento de Fuenlabrada,Gestión de servicio público,Ordinaria,Abierto,phi3,212.30
BOE-B-2017-51505.pdf,09-2017,Sanofi Aventis S.A.,387731.64,euros,Servicios,Suministro,Ordinaria,Negociado sin publicidad sujeto a Regulación Armonizada,phi3,792.69
BOE-B-2017-52236.pdf,09-2017,Fulton S.A.,618407.04,euros,Ayuntamiento de Madrid,Obras,Ordinaria,Abierto,phi3,226.94
BOE-B-2017-50503.pdf,09-2017,Clece S.A.,1356498.0,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,phi3,219.09
BOE-B-2017-55801.pdf,09-2017,Sociedad Estatal Correos y Telégrafos Sociedad Anónima,12710933.84,euros,Diputación de Barcelona/Subdirección de Logística,Servicios,Ordinaria,Abierto con pluralidad de criterios,phi3,238.28
BOE-B-2017-51913.pdf,09-2017,Zahir Infancia S.L,7862880.12,euros,Ayuntamiento de Madrid,Servicios,Urgente,Abierto,phi3,267.45
BOE-B-2017-55695.pdf,09-2017,Desarrollo Asesoría y Formación Informática S.A.,668848.0,euros,Universidad Politécnica de Madrid,Suministro,Ordinaria,Abierto,phi3,301.53
BOE-B-2017-55416.pdf,09-2017,Proazimut S.L.,1256.64974,euros,Agencia de Servicios Sociales y Dependencia de Andalucía,Servicios,Ordinaria,Sujeto a Regulación Armonizada,phi3,286.45
BOE-B-2017-53882.pdf,09-2017,Eulen Seguridad S.A.,140393.75,euros,Tesorería General de la Seguridad Social-CCirección Provincial de Baleares,Servicios,Ordinaria,Abierto,phi3,535.63
BOE-B-2017-51910.pdf,09-2017,AT Forestal S.L,706000.0,euros,Diputación de Huelva,Suministro,None,None,phi3,165.41
BOE-B-2017-51510.pdf,09-2017,Alcón Cusí S.A.,163775.04,euros,Servicio Andaluz de Salud. Hospital Universitario Reina Sofía,Suministro,Ordinaria,Negociado sin publicidad sujeto a Regulación Armonizada,phi3,259.63
BOE-B-2017-52355.pdf,09-2017,Jiménez y Carmona S.A.,550556.39,euros,Autoridad Portuaria de Huelva,Obras,Ordinaria,Abierto,phi3,219.71
BOE-B-2017-53836.pdf,09-2017,Bruker Española S.A.,534706.26,euros,Universitat de València,Suministro,Ordinaria,Abierto articulado por fases,phi3,269.70
BOE-B-2017-54173.pdf,09-2017,Perkinelmer España S.L.,139148.79,euros,Rectorado de la Universidad de Cádiz,Suministros,Ordinaria,Abierto,phi3,815.45
BOE-B-2017-53160.pdf,09-2017,Medtronic Ibérica,669927.0,euros,Servicio Madrileño de Salud,Suministro,Ordinaria,Abierto - Pluralidad de criterios,phi3,231.68
BOE-B-2017-55107.pdf,09-2017,Specialist Computer Centres S.L.,998250.0,euros,Gerencia de Informática de la Seguridad Social,Suministros,Ordinaria,Abierto,phi3,193.05
BOE-B-2017-55655.pdf,09-2017,Pfizer S.L.U.,1135826.7,euros,Servicio Canario de la Salud,Suministro,None,None,phi3,167.96
BOE-B-2017-55125.pdf,09-2017,Reference Laboratory Sociedad anónima,1947598.87,euros,Servicio Canario de la Salud,Servicios,Ordinaria,Abierto,phi3,221.03
BOE-B-2017-61328.pdf,10-2017,Sopra Steria España Sociedad Anónima,937750.0,euros,Consejería de Administración Pública y Hacienda,Servicio,Ordinaria,Abierto,llama3,362.49
BOE-B-2017-62438.pdf,10-2017,Econocom Servicios S.A.,200000.0,euros,Universidad de Barcelona,Contrato de Servicios,Ordinaria,Abierto,llama3,290.00
BOE-B-2017-57415.pdf,10-2017,WatersCromatografía S.A. y Clan Tecológica S.L.,288580.25,euros,Organismo Autónomo Madrid Salud,Suministro,Ordinaria,Abierto,llama3,453.71
BOE-B-2017-58921.pdf,10-2017,Tecman S.V.A.,2098625.38,euros,Consorcio de Aguas Bilbao Bizkaia,Servicio,Ordinaria,Abierto,llama3,313.45
BOE-B-2017-58134.pdf,10-2017,None,7505463.18,euros,Delegación Territorial de la Consejería de Educación en Cádiz,Servicios,Urgente,Sujeto a regulación armonizada,llama3,363.70
BOE-B-2017-59646.pdf,10-2017,Zimmer Biomet Spain S.L.U. Stryker Iberia S.L.,594407.0,euros,Gerencia de Asistencia Sanitaria del Bierzo,Contrato de suministro,Ordinaria,Abierto,llama3,327.31
BOE-B-2017-63520.pdf,10-2017,Gesmunpal S.A.,564000.0,euros,Ayuntamiento de la Anteiglesia de Erandio,Contrato de Servicios,Ordinaria,Abierto,llama3,300.25
BOE-B-2017-59045.pdf,10-2017,Selzur Vizcaya S.A.,70555.9,euros,Ayuntamiento de Castro Urdiales,Contrato de suministro,Ordinaria,Abierto,llama3,325.99
BOE-B-2017-60643.pdf,10-2017,None,235630.56,euros,Servizo Galego de Saúde,Servicio,Ordinaria,Abierto,llama3,397.72
BOE-B-2017-60488.pdf,10-2017,Carl Zeiss Iberia S.L.,499468.88,€,Instituto Aragonés de Ciencias de la Salud,Suministro,Ordinaria,Abierto,llama3,380.00
BOE-B-2017-58598.pdf,10-2017,Vor11 Construcciones S.L.,209071.71,euros,Universidad Complutense de Madrid,Obras,Ordinaria,Abierto,llama3,329.64
BOE-B-2017-59683.pdf,10-2017,Ute:Fulcrum S.A. / Ferrovial Servicios S.A.,1031466.68,euros,None,Contrato de Servicios,Ordinaria,Abierto,llama3,324.74
BOE-B-2017-57515.pdf,10-2017,Fulton Servicios Integrales S.A.,281746.08,€,Invied.,Contrato de Servicios,Ordinaria,Abierto,llama3,293.65
BOE-B-2017-60280.pdf,10-2017,Teva Pharma S.L.,None,None,Servicio Andaluz de Salud. Hospital Universitario Regional de Málaga,Contrato de suministro,Ordinaria,Negociado sin publicidad,llama3,348.17
BOE-B-2017-60523.pdf,10-2017,Fundació Pere Tarrés,661298.38,euros,Ayuntamiento de Mataró,Servicio,None,None,llama3,233.44
